id,pokemon,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape
471,glaceon,471,0.8,25.9,184,ice,NA,60,110,65,130,95,65,snow-cloak,NA,ice-body,#98D8D8,NA,NA,ground,NA,471.png,4,133,67,8,quadruped
472,gliscor,472,2,42.5,179,ground,flying,95,125,75,45,75,95,hyper-cutter,sand-veil,poison-heal,#E0C068,#A890F0,#D2B488,bug,NA,472.png,4,207,104,9,wings
473,mamoswine,473,2.5,291,239,ice,ground,130,80,110,70,60,80,oblivious,snow-cloak,thick-fat,#98D8D8,#E0C068,#A9D2BC,ground,NA,473.png,4,221,112,8,quadruped
474,porygon-z,474,0.9,34,241,normal,NA,80,70,85,135,75,90,adaptability,download,analytic,#A8A878,NA,NA,mineral,NA,474.png,4,233,68,4,arms
475,gallade,475,1.6,52,233,psychic,fighting,125,65,68,65,115,80,steadfast,NA,justified,#F85888,#C03028,#EA4E70,indeterminate,NA,475.png,4,281,140,12,humanoid
476,probopass,476,1.4,340,184,rock,steel,55,145,60,75,150,40,sturdy,magnet-pull,sand-force,#B8A038,#B8B8D0,#B8A55C,mineral,NA,476.png,4,299,147,11,heads
477,dusknoir,477,2.2,106.6,236,ghost,NA,100,135,45,65,135,45,pressure,NA,frisk,#705898,NA,NA,indeterminate,NA,477.png,4,356,182,4,arms
478,froslass,478,1.3,26.6,168,ice,ghost,80,70,70,80,70,110,snow-cloak,NA,cursed-body,#98D8D8,#705898,#8EB8C8,fairy,mineral,478.png,4,361,186,4,arms
479,rotom,479,0.3,0.3,154,electric,ghost,50,77,50,95,77,91,levitate,NA,NA,#F8D030,#705898,#D7B249,indeterminate,NA,479.png,4,NA,240,1,ball
480,uxie,480,0.3,0.3,261,psychic,NA,75,130,75,75,130,95,levitate,NA,NA,#F85888,NA,NA,no-eggs,NA,480.png,4,NA,241,6,upright
481,mesprit,481,0.3,0.3,261,psychic,NA,105,105,80,105,105,80,levitate,NA,NA,#F85888,NA,NA,no-eggs,NA,481.png,4,NA,242,6,upright
482,azelf,482,0.3,0.3,261,psychic,NA,125,70,75,125,70,115,levitate,NA,NA,#F85888,NA,NA,no-eggs,NA,482.png,4,NA,243,6,upright
483,dialga,483,5.4,683,306,steel,dragon,120,120,100,150,100,90,pressure,NA,telepathy,#B8B8D0,#7038F8,#A698D9,no-eggs,NA,483.png,4,NA,244,8,quadruped
484,palkia,484,4.2,336,306,water,dragon,120,100,90,150,120,100,pressure,NA,telepathy,#6890F0,#7038F8,#697AF1,no-eggs,NA,484.png,4,NA,245,6,upright
485,heatran,485,1.7,430,270,fire,steel,90,106,91,130,106,77,flash-fire,NA,flame-body,#F08030,#B8B8D0,#E28D56,no-eggs,NA,485.png,4,NA,246,8,quadruped
486,regigigas,486,3.7,420,302,normal,NA,160,110,110,80,110,100,slow-start,NA,NA,#A8A878,NA,NA,no-eggs,NA,486.png,4,NA,247,12,humanoid
487,giratina-altered,487,4.5,750,306,ghost,dragon,100,120,150,100,120,90,pressure,NA,telepathy,#705898,#7038F8,#7050AF,no-eggs,NA,487.png,4,NA,248,10,tentacles
488,cresselia,488,1.5,85.6,270,psychic,NA,70,120,120,75,130,85,levitate,NA,NA,#F85888,NA,NA,no-eggs,NA,488.png,4,NA,249,14,armor
489,phione,489,0.4,3.1,216,water,NA,80,80,80,80,80,80,hydration,NA,NA,#6890F0,NA,NA,water1,fairy,489.png,4,NA,250,4,arms
490,manaphy,490,0.3,1.4,270,water,NA,100,100,100,100,100,100,hydration,NA,NA,#6890F0,NA,NA,water1,fairy,490.png,4,NA,250,12,humanoid
491,darkrai,491,1.5,50.5,270,dark,NA,90,90,70,135,90,125,bad-dreams,NA,NA,#705848,NA,NA,no-eggs,NA,491.png,4,NA,252,12,humanoid
492,shaymin-land,492,0.2,2.1,270,grass,NA,100,100,100,100,100,100,natural-cure,NA,NA,#78C850,NA,NA,no-eggs,NA,492.png,4,NA,253,8,quadruped
493,arceus,493,3.2,320,324,normal,NA,120,120,120,120,120,120,multitype,NA,NA,#A8A878,NA,NA,no-eggs,NA,493.png,4,NA,254,8,quadruped
494,victini,494,0.4,4,270,psychic,fire,100,100,100,100,100,100,victory-star,NA,NA,#F85888,#F08030,#F66172,no-eggs,NA,494.png,5,NA,255,12,humanoid
495,snivy,495,0.6,8.1,62,grass,NA,45,55,45,45,55,63,overgrow,NA,contrary,#78C850,NA,NA,ground,plant,495.png,5,NA,256,6,upright
496,servine,496,0.8,16,145,grass,NA,60,75,60,60,75,83,overgrow,NA,contrary,#78C850,NA,NA,ground,plant,496.png,5,495,256,6,upright
497,serperior,497,3.3,63,238,grass,NA,75,95,75,75,95,113,overgrow,NA,contrary,#78C850,NA,NA,ground,plant,497.png,5,496,256,2,squiggle
498,tepig,498,0.5,9.9,62,fire,NA,63,45,65,45,45,45,blaze,NA,thick-fat,#F08030,NA,NA,ground,NA,498.png,5,NA,257,8,quadruped
499,pignite,499,1,55.5,146,fire,fighting,93,55,90,70,55,55,blaze,NA,thick-fat,#F08030,#C03028,#E46C2E,ground,NA,499.png,5,498,257,6,upright
500,emboar,500,1.6,150,238,fire,fighting,123,65,110,100,65,65,blaze,NA,reckless,#F08030,#C03028,#E46C2E,ground,NA,500.png,5,499,257,6,upright
501,oshawott,501,0.5,5.9,62,water,NA,55,45,55,63,45,45,torrent,NA,shell-armor,#6890F0,NA,NA,ground,NA,501.png,5,NA,258,6,upright
502,dewott,502,0.8,24.5,145,water,NA,75,60,75,83,60,60,torrent,NA,shell-armor,#6890F0,NA,NA,ground,NA,502.png,5,501,258,6,upright
503,samurott,503,1.5,94.6,238,water,NA,100,85,95,108,70,70,torrent,NA,shell-armor,#6890F0,NA,NA,ground,NA,503.png,5,502,258,8,quadruped
504,patrat,504,0.5,11.6,51,normal,NA,55,39,45,35,39,42,run-away,keen-eye,analytic,#A8A878,NA,NA,ground,NA,504.png,5,NA,259,8,quadruped
505,watchog,505,1.1,27,147,normal,NA,85,69,60,60,69,77,illuminate,keen-eye,analytic,#A8A878,NA,NA,ground,NA,505.png,5,504,259,6,upright
506,lillipup,506,0.4,4.1,55,normal,NA,60,45,45,25,45,55,vital-spirit,pickup,run-away,#A8A878,NA,NA,ground,NA,506.png,5,NA,260,8,quadruped
507,herdier,507,0.9,14.7,130,normal,NA,80,65,65,35,65,60,intimidate,sand-rush,scrappy,#A8A878,NA,NA,ground,NA,507.png,5,506,260,8,quadruped
508,stoutland,508,1.2,61,225,normal,NA,110,90,85,45,90,80,intimidate,sand-rush,scrappy,#A8A878,NA,NA,ground,NA,508.png,5,507,260,8,quadruped
509,purrloin,509,0.4,10.1,56,dark,NA,50,37,41,50,37,66,limber,unburden,prankster,#705848,NA,NA,ground,NA,509.png,5,NA,261,8,quadruped
510,liepard,510,1.1,37.5,156,dark,NA,88,50,64,88,50,106,limber,unburden,prankster,#705848,NA,NA,ground,NA,510.png,5,509,261,8,quadruped
511,pansage,511,0.6,10.5,63,grass,NA,53,48,50,53,48,64,gluttony,NA,overgrow,#78C850,NA,NA,ground,NA,511.png,5,NA,262,6,upright
512,simisage,512,1.1,30.5,174,grass,NA,98,63,75,98,63,101,gluttony,NA,overgrow,#78C850,NA,NA,ground,NA,512.png,5,511,262,6,upright
513,pansear,513,0.6,11,63,fire,NA,53,48,50,53,48,64,gluttony,NA,blaze,#F08030,NA,NA,ground,NA,513.png,5,NA,263,6,upright
514,simisear,514,1,28,174,fire,NA,98,63,75,98,63,101,gluttony,NA,blaze,#F08030,NA,NA,ground,NA,514.png,5,513,263,6,upright
515,panpour,515,0.6,13.5,63,water,NA,53,48,50,53,48,64,gluttony,NA,torrent,#6890F0,NA,NA,ground,NA,515.png,5,NA,264,6,upright
516,simipour,516,1,29,174,water,NA,98,63,75,98,63,101,gluttony,NA,torrent,#6890F0,NA,NA,ground,NA,516.png,5,515,264,6,upright
517,munna,517,0.6,23.3,58,psychic,NA,25,45,76,67,55,24,forewarn,synchronize,telepathy,#F85888,NA,NA,ground,NA,517.png,5,NA,265,8,quadruped
518,musharna,518,1.1,60.5,170,psychic,NA,55,85,116,107,95,29,forewarn,synchronize,telepathy,#F85888,NA,NA,ground,NA,518.png,5,517,265,12,humanoid
519,pidove,519,0.3,2.1,53,normal,flying,55,50,50,36,30,43,big-pecks,super-luck,rivalry,#A8A878,#A890F0,#A8A295,flying,NA,519.png,5,NA,266,9,wings
520,tranquill,520,0.6,15,125,normal,flying,77,62,62,50,42,65,big-pecks,super-luck,rivalry,#A8A878,#A890F0,#A8A295,flying,NA,520.png,5,519,266,9,wings
521,unfezant,521,1.2,29,220,normal,flying,115,80,80,65,55,93,big-pecks,super-luck,rivalry,#A8A878,#A890F0,#A8A295,flying,NA,521.png,5,520,266,9,wings
522,blitzle,522,0.8,29.8,59,electric,NA,60,32,45,50,32,76,lightning-rod,motor-drive,sap-sipper,#F8D030,NA,NA,ground,NA,522.png,5,NA,267,8,quadruped
523,zebstrika,523,1.6,79.5,174,electric,NA,100,63,75,80,63,116,lightning-rod,motor-drive,sap-sipper,#F8D030,NA,NA,ground,NA,523.png,5,522,267,8,quadruped
524,roggenrola,524,0.4,18,56,rock,NA,75,85,55,25,25,15,sturdy,NA,sand-force,#B8A038,NA,NA,mineral,NA,524.png,5,NA,268,7,legs
525,boldore,525,0.9,102,137,rock,NA,105,105,70,50,40,20,sturdy,NA,sand-force,#B8A038,NA,NA,mineral,NA,525.png,5,524,268,10,tentacles
526,gigalith,526,1.7,260,232,rock,NA,135,130,85,60,80,25,sturdy,NA,sand-force,#B8A038,NA,NA,mineral,NA,526.png,5,525,268,10,tentacles
527,woobat,527,0.4,2.1,63,psychic,flying,45,43,55,55,43,72,unaware,klutz,simple,#F85888,#A890F0,#E465A1,flying,ground,527.png,5,NA,269,9,wings
528,swoobat,528,0.9,10.5,149,psychic,flying,57,55,67,77,55,114,unaware,klutz,simple,#F85888,#A890F0,#E465A1,flying,ground,528.png,5,527,269,9,wings
529,drilbur,529,0.3,8.5,66,ground,NA,85,40,60,30,45,68,sand-rush,sand-force,mold-breaker,#E0C068,NA,NA,ground,NA,529.png,5,NA,270,6,upright
530,excadrill,530,0.7,40.4,178,ground,steel,135,60,110,50,65,88,sand-rush,sand-force,mold-breaker,#E0C068,#B8B8D0,#D6BE81,ground,NA,530.png,5,529,270,12,humanoid
531,audino,531,1.1,31,390,normal,NA,60,86,103,60,86,50,healer,regenerator,klutz,#A8A878,NA,NA,fairy,NA,531.png,5,NA,271,6,upright
532,timburr,532,0.6,12.5,61,fighting,NA,80,55,75,25,35,35,guts,sheer-force,iron-fist,#C03028,NA,NA,humanshape,NA,532.png,5,NA,272,12,humanoid
533,gurdurr,533,1.2,40,142,fighting,NA,105,85,85,40,50,40,guts,sheer-force,iron-fist,#C03028,NA,NA,humanshape,NA,533.png,5,532,272,12,humanoid
534,conkeldurr,534,1.4,87,227,fighting,NA,140,95,105,55,65,45,guts,sheer-force,iron-fist,#C03028,NA,NA,humanshape,NA,534.png,5,533,272,12,humanoid
535,tympole,535,0.5,4.5,59,water,NA,50,40,50,50,40,64,swift-swim,hydration,water-absorb,#6890F0,NA,NA,water1,NA,535.png,5,NA,273,3,fish
536,palpitoad,536,0.8,17,134,water,ground,65,55,75,65,55,69,swift-swim,hydration,water-absorb,#6890F0,#E0C068,#859BCF,water1,NA,536.png,5,535,273,6,upright
537,seismitoad,537,1.5,62,229,water,ground,95,75,105,85,75,74,swift-swim,poison-touch,water-absorb,#6890F0,#E0C068,#859BCF,water1,NA,537.png,5,536,273,12,humanoid
538,throh,538,1.3,55.5,163,fighting,NA,100,85,120,30,85,45,guts,inner-focus,mold-breaker,#C03028,NA,NA,humanshape,NA,538.png,5,NA,274,12,humanoid
539,sawk,539,1.4,51,163,fighting,NA,125,75,75,30,75,85,sturdy,inner-focus,mold-breaker,#C03028,NA,NA,humanshape,NA,539.png,5,NA,275,12,humanoid
540,sewaddle,540,0.3,2.5,62,bug,grass,53,70,45,40,60,42,swarm,chlorophyll,overcoat,#A8B820,#78C850,#9CBB2B,bug,NA,540.png,5,NA,276,14,armor
541,swadloon,541,0.5,7.3,133,bug,grass,63,90,55,50,80,42,leaf-guard,chlorophyll,overcoat,#A8B820,#78C850,#9CBB2B,bug,NA,541.png,5,540,276,4,arms
542,leavanny,542,1.2,20.5,225,bug,grass,103,80,75,70,80,92,swarm,chlorophyll,overcoat,#A8B820,#78C850,#9CBB2B,bug,NA,542.png,5,541,276,12,humanoid
543,venipede,543,0.4,5.3,52,bug,poison,45,59,30,30,39,57,poison-point,swarm,speed-boost,#A8B820,#A040A0,#A69A3F,bug,NA,543.png,5,NA,277,14,armor
544,whirlipede,544,1.2,58.5,126,bug,poison,55,99,40,40,79,47,poison-point,swarm,speed-boost,#A8B820,#A040A0,#A69A3F,bug,NA,544.png,5,543,277,1,ball
545,scolipede,545,2.5,200.5,218,bug,poison,100,89,60,55,69,112,poison-point,swarm,speed-boost,#A8B820,#A040A0,#A69A3F,bug,NA,545.png,5,544,277,14,armor
546,cottonee,546,0.3,0.6,56,grass,fairy,27,60,40,37,50,66,prankster,infiltrator,chlorophyll,#78C850,#EE99AC,#94BC66,fairy,plant,546.png,5,NA,278,1,ball
547,whimsicott,547,0.7,6.6,168,grass,fairy,67,85,60,77,75,116,prankster,infiltrator,chlorophyll,#78C850,#EE99AC,#94BC66,fairy,plant,547.png,5,546,278,12,humanoid
548,petilil,548,0.5,6.6,56,grass,NA,35,50,45,70,50,30,chlorophyll,own-tempo,leaf-guard,#78C850,NA,NA,plant,NA,548.png,5,NA,279,5,blob
549,lilligant,549,1.1,16.3,168,grass,NA,60,75,70,110,75,90,chlorophyll,own-tempo,leaf-guard,#78C850,NA,NA,plant,NA,549.png,5,548,279,5,blob
550,basculin-red-striped,550,1,18,161,water,NA,92,65,70,80,55,98,reckless,adaptability,mold-breaker,#6890F0,NA,NA,water2,NA,550.png,5,NA,280,3,fish
551,sandile,551,0.7,15.2,58,ground,dark,72,35,50,35,35,65,intimidate,moxie,anger-point,#E0C068,#705848,#C4A660,ground,NA,551.png,5,NA,281,8,quadruped
552,krokorok,552,1,33.4,123,ground,dark,82,45,60,45,45,74,intimidate,moxie,anger-point,#E0C068,#705848,#C4A660,ground,NA,552.png,5,551,281,8,quadruped
553,krookodile,553,1.5,96.3,234,ground,dark,117,80,95,65,70,92,intimidate,moxie,anger-point,#E0C068,#705848,#C4A660,ground,NA,553.png,5,552,281,6,upright
554,darumaka,554,0.6,37.5,63,fire,NA,90,45,70,15,45,50,hustle,NA,inner-focus,#F08030,NA,NA,ground,NA,554.png,5,NA,282,12,humanoid
555,darmanitan-standard,555,1.3,92.9,168,fire,NA,140,55,105,30,55,95,sheer-force,NA,zen-mode,#F08030,NA,NA,ground,NA,555.png,5,554,282,8,quadruped
556,maractus,556,1,28,161,grass,NA,86,67,75,106,67,60,water-absorb,chlorophyll,storm-drain,#78C850,NA,NA,plant,NA,556.png,5,NA,283,5,blob
557,dwebble,557,0.3,14.5,65,bug,rock,65,85,50,35,35,55,sturdy,shell-armor,weak-armor,#A8B820,#B8A038,#ABB225,bug,mineral,557.png,5,NA,284,14,armor
558,crustle,558,1.4,200,166,bug,rock,95,125,70,65,75,45,sturdy,shell-armor,weak-armor,#A8B820,#B8A038,#ABB225,bug,mineral,558.png,5,557,284,14,armor
559,scraggy,559,0.6,11.8,70,dark,fighting,75,70,50,35,70,48,shed-skin,moxie,intimidate,#705848,#C03028,#834E40,ground,dragon,559.png,5,NA,285,6,upright
560,scrafty,560,1.1,30,171,dark,fighting,90,115,65,45,115,58,shed-skin,moxie,intimidate,#705848,#C03028,#834E40,ground,dragon,560.png,5,559,285,6,upright
561,sigilyph,561,1.4,14,172,psychic,flying,58,80,72,103,80,97,wonder-skin,magic-guard,tinted-lens,#F85888,#A890F0,#E465A1,flying,NA,561.png,5,NA,286,9,wings
562,yamask,562,0.5,1.5,61,ghost,NA,30,85,38,55,65,30,mummy,NA,NA,#705898,NA,NA,mineral,indeterminate,562.png,5,NA,287,4,arms
563,cofagrigus,563,1.7,76.5,169,ghost,NA,50,145,58,95,105,30,mummy,NA,NA,#705898,NA,NA,mineral,indeterminate,563.png,5,562,287,5,blob
564,tirtouga,564,0.7,16.5,71,water,rock,78,103,54,53,45,22,solid-rock,sturdy,swift-swim,#6890F0,#B8A038,#7B93C3,water1,water3,564.png,5,NA,288,8,quadruped
565,carracosta,565,1.2,81,173,water,rock,108,133,74,83,65,32,solid-rock,sturdy,swift-swim,#6890F0,#B8A038,#7B93C3,water1,water3,565.png,5,564,288,6,upright
566,archen,566,0.5,9.5,71,rock,flying,112,45,55,74,45,70,defeatist,NA,NA,#B8A038,#A890F0,#B49C64,flying,water3,566.png,5,NA,289,9,wings
567,archeops,567,1.4,32,177,rock,flying,140,65,75,112,65,110,defeatist,NA,NA,#B8A038,#A890F0,#B49C64,flying,water3,567.png,5,566,289,9,wings
568,trubbish,568,0.6,31,66,poison,NA,50,62,50,40,62,65,stench,sticky-hold,aftermath,#A040A0,NA,NA,mineral,NA,568.png,5,NA,290,12,humanoid
569,garbodor,569,1.9,107.3,166,poison,NA,95,82,80,60,82,75,stench,weak-armor,aftermath,#A040A0,NA,NA,mineral,NA,569.png,5,568,290,12,humanoid
570,zorua,570,0.7,12.5,66,dark,NA,65,40,40,80,40,65,illusion,NA,NA,#705848,NA,NA,ground,NA,570.png,5,NA,291,8,quadruped
571,zoroark,571,1.6,81.1,179,dark,NA,105,60,60,120,60,105,illusion,NA,NA,#705848,NA,NA,ground,NA,571.png,5,570,291,6,upright
572,minccino,572,0.4,5.8,60,normal,NA,50,40,55,40,40,75,cute-charm,technician,skill-link,#A8A878,NA,NA,ground,NA,572.png,5,NA,292,8,quadruped
573,cinccino,573,0.5,7.5,165,normal,NA,95,60,75,65,60,115,cute-charm,technician,skill-link,#A8A878,NA,NA,ground,NA,573.png,5,572,292,8,quadruped
574,gothita,574,0.4,5.8,58,psychic,NA,30,50,45,55,65,45,frisk,competitive,shadow-tag,#F85888,NA,NA,humanshape,NA,574.png,5,NA,293,12,humanoid
575,gothorita,575,0.7,18,137,psychic,NA,45,70,60,75,85,55,frisk,competitive,shadow-tag,#F85888,NA,NA,humanshape,NA,575.png,5,574,293,12,humanoid
576,gothitelle,576,1.5,44,221,psychic,NA,55,95,70,95,110,65,frisk,competitive,shadow-tag,#F85888,NA,NA,humanshape,NA,576.png,5,575,293,12,humanoid
577,solosis,577,0.3,1,58,psychic,NA,30,40,45,105,50,20,overcoat,magic-guard,regenerator,#F85888,NA,NA,indeterminate,NA,577.png,5,NA,294,1,ball
578,duosion,578,0.6,8,130,psychic,NA,40,50,65,125,60,30,overcoat,magic-guard,regenerator,#F85888,NA,NA,indeterminate,NA,578.png,5,577,294,1,ball
579,reuniclus,579,1,20.1,221,psychic,NA,65,75,110,125,85,30,overcoat,magic-guard,regenerator,#F85888,NA,NA,indeterminate,NA,579.png,5,578,294,4,arms
580,ducklett,580,0.5,5.5,61,water,flying,44,50,62,44,50,55,keen-eye,big-pecks,hydration,#6890F0,#A890F0,#7790F0,water1,flying,580.png,5,NA,295,9,wings
581,swanna,581,1.3,24.2,166,water,flying,87,63,75,87,63,98,keen-eye,big-pecks,hydration,#6890F0,#A890F0,#7790F0,water1,flying,581.png,5,580,295,9,wings
582,vanillite,582,0.4,5.7,61,ice,NA,50,50,36,65,60,44,ice-body,NA,weak-armor,#98D8D8,NA,NA,mineral,NA,582.png,5,NA,296,5,blob
583,vanillish,583,1.1,41,138,ice,NA,65,65,51,80,75,59,ice-body,NA,weak-armor,#98D8D8,NA,NA,mineral,NA,583.png,5,582,296,5,blob
584,vanilluxe,584,1.3,57.5,241,ice,NA,95,85,71,110,95,79,ice-body,NA,weak-armor,#98D8D8,NA,NA,mineral,NA,584.png,5,583,296,11,heads
585,deerling,585,0.6,19.5,67,normal,grass,60,50,60,40,50,75,chlorophyll,sap-sipper,serene-grace,#A8A878,#78C850,#9CAF6E,ground,NA,585.png,5,NA,297,8,quadruped
586,sawsbuck,586,1.9,92.5,166,normal,grass,100,70,80,60,70,95,chlorophyll,sap-sipper,serene-grace,#A8A878,#78C850,#9CAF6E,ground,NA,586.png,5,585,297,8,quadruped
587,emolga,587,0.4,5,150,electric,flying,75,60,55,75,60,103,static,NA,motor-drive,#F8D030,#A890F0,#E4C05E,ground,NA,587.png,5,NA,298,8,quadruped
588,karrablast,588,0.5,5.9,63,bug,NA,75,45,50,40,45,60,swarm,shed-skin,no-guard,#A8B820,NA,NA,bug,NA,588.png,5,NA,299,12,humanoid
589,escavalier,589,1,33,173,bug,steel,135,105,70,60,105,20,swarm,shell-armor,overcoat,#A8B820,#B8B8D0,#ABB84A,bug,NA,589.png,5,588,299,4,arms
590,foongus,590,0.2,1,59,grass,poison,55,45,69,55,55,15,effect-spore,NA,regenerator,#78C850,#A040A0,#81A763,plant,NA,590.png,5,NA,300,4,arms
591,amoonguss,591,0.6,10.5,162,grass,poison,85,70,114,85,80,30,effect-spore,NA,regenerator,#78C850,#A040A0,#81A763,plant,NA,591.png,5,590,300,4,arms
592,frillish,592,1.2,33,67,water,ghost,40,50,55,65,85,40,water-absorb,cursed-body,damp,#6890F0,#705898,#6982DA,indeterminate,NA,592.png,5,NA,301,10,tentacles
593,jellicent,593,2.2,135,168,water,ghost,60,70,100,85,105,60,water-absorb,cursed-body,damp,#6890F0,#705898,#6982DA,indeterminate,NA,593.png,5,592,301,10,tentacles
594,alomomola,594,1.2,31.6,165,water,NA,75,80,165,40,45,65,healer,hydration,regenerator,#6890F0,NA,NA,water1,water2,594.png,5,NA,302,3,fish
595,joltik,595,0.1,0.6,64,bug,electric,47,50,50,57,50,65,compound-eyes,unnerve,swarm,#A8B820,#F8D030,#BBBD23,bug,NA,595.png,5,NA,303,14,armor
596,galvantula,596,0.8,14.3,165,bug,electric,77,60,70,97,60,108,compound-eyes,unnerve,swarm,#A8B820,#F8D030,#BBBD23,bug,NA,596.png,5,595,303,14,armor
597,ferroseed,597,0.6,18.8,61,grass,steel,50,91,44,24,86,10,iron-barbs,NA,NA,#78C850,#B8B8D0,#87C46F,plant,mineral,597.png,5,NA,304,1,ball
598,ferrothorn,598,1,110,171,grass,steel,94,131,74,54,116,20,iron-barbs,NA,anticipation,#78C850,#B8B8D0,#87C46F,plant,mineral,598.png,5,597,304,10,tentacles
599,klink,599,0.3,21,60,steel,NA,55,70,40,45,60,30,plus,minus,clear-body,#B8B8D0,NA,NA,mineral,NA,599.png,5,NA,305,11,heads
600,klang,600,0.6,51,154,steel,NA,80,95,60,70,85,50,plus,minus,clear-body,#B8B8D0,NA,NA,mineral,NA,600.png,5,599,305,11,heads
601,klinklang,601,0.6,81,234,steel,NA,100,115,60,70,85,90,plus,minus,clear-body,#B8B8D0,NA,NA,mineral,NA,601.png,5,600,305,11,heads
602,tynamo,602,0.2,0.3,55,electric,NA,55,40,35,45,40,60,levitate,NA,NA,#F8D030,NA,NA,indeterminate,NA,602.png,5,NA,306,3,fish
603,eelektrik,603,1.2,22,142,electric,NA,85,70,65,75,70,40,levitate,NA,NA,#F8D030,NA,NA,indeterminate,NA,603.png,5,602,306,3,fish
604,eelektross,604,2.1,80.5,232,electric,NA,115,80,85,105,80,50,levitate,NA,NA,#F8D030,NA,NA,indeterminate,NA,604.png,5,603,306,3,fish
605,elgyem,605,0.5,9,67,psychic,NA,55,55,55,85,55,30,telepathy,synchronize,analytic,#F85888,NA,NA,humanshape,NA,605.png,5,NA,307,6,upright
606,beheeyem,606,1,34.5,170,psychic,NA,75,75,75,125,95,40,telepathy,synchronize,analytic,#F85888,NA,NA,humanshape,NA,606.png,5,605,307,12,humanoid
607,litwick,607,0.3,3.1,55,ghost,fire,30,55,50,65,55,20,flash-fire,flame-body,infiltrator,#705898,#F08030,#8F617E,indeterminate,NA,607.png,5,NA,308,5,blob
608,lampent,608,0.6,13,130,ghost,fire,40,60,60,95,60,55,flash-fire,flame-body,infiltrator,#705898,#F08030,#8F617E,indeterminate,NA,608.png,5,607,308,4,arms
609,chandelure,609,1,34.3,234,ghost,fire,55,90,60,145,90,80,flash-fire,flame-body,infiltrator,#705898,#F08030,#8F617E,indeterminate,NA,609.png,5,608,308,4,arms
610,axew,610,0.6,18,64,dragon,NA,87,60,46,30,40,57,rivalry,mold-breaker,unnerve,#7038F8,NA,NA,monster,dragon,610.png,5,NA,309,6,upright
611,fraxure,611,1,36,144,dragon,NA,117,70,66,40,50,67,rivalry,mold-breaker,unnerve,#7038F8,NA,NA,monster,dragon,611.png,5,610,309,6,upright
612,haxorus,612,1.8,105.5,243,dragon,NA,147,90,76,60,70,97,rivalry,mold-breaker,unnerve,#7038F8,NA,NA,monster,dragon,612.png,5,611,309,6,upright
613,cubchoo,613,0.5,8.5,61,ice,NA,70,40,55,60,40,40,snow-cloak,NA,rattled,#98D8D8,NA,NA,ground,NA,613.png,5,NA,310,6,upright
614,beartic,614,2.6,260,170,ice,NA,110,80,95,70,80,50,snow-cloak,NA,swift-swim,#98D8D8,NA,NA,ground,NA,614.png,5,613,310,8,quadruped
615,cryogonal,615,1.1,148,170,ice,NA,50,30,70,95,135,105,levitate,NA,NA,#98D8D8,NA,NA,mineral,NA,615.png,5,NA,311,1,ball
616,shelmet,616,0.4,7.7,61,bug,NA,40,85,50,40,65,25,hydration,shell-armor,overcoat,#A8B820,NA,NA,bug,NA,616.png,5,NA,312,1,ball
617,accelgor,617,0.8,25.3,173,bug,NA,70,40,80,100,60,145,hydration,sticky-hold,unburden,#A8B820,NA,NA,bug,NA,617.png,5,616,312,4,arms
618,stunfisk,618,0.7,11,165,ground,electric,66,84,109,81,99,32,static,limber,sand-veil,#E0C068,#F8D030,#E5C35A,water1,indeterminate,618.png,5,NA,313,3,fish
619,mienfoo,619,0.9,20,70,fighting,NA,85,50,45,55,50,65,inner-focus,regenerator,reckless,#C03028,NA,NA,ground,humanshape,619.png,5,NA,314,6,upright
620,mienshao,620,1.4,35.5,179,fighting,NA,125,60,65,95,60,105,inner-focus,regenerator,reckless,#C03028,NA,NA,ground,humanshape,620.png,5,619,314,6,upright
621,druddigon,621,1.6,139,170,dragon,NA,120,90,77,60,90,48,rough-skin,sheer-force,mold-breaker,#7038F8,NA,NA,monster,dragon,621.png,5,NA,315,6,upright
622,golett,622,1,92,61,ground,ghost,74,50,59,35,50,35,iron-fist,klutz,no-guard,#E0C068,#705898,#C4A673,mineral,NA,622.png,5,NA,316,12,humanoid
623,golurk,623,2.8,330,169,ground,ghost,124,80,89,55,80,55,iron-fist,klutz,no-guard,#E0C068,#705898,#C4A673,mineral,NA,623.png,5,622,316,12,humanoid
624,pawniard,624,0.5,10.2,68,dark,steel,85,70,45,40,40,60,defiant,inner-focus,pressure,#705848,#B8B8D0,#816F68,humanshape,NA,624.png,5,NA,317,12,humanoid
625,bisharp,625,1.6,70,172,dark,steel,125,100,65,60,70,70,defiant,inner-focus,pressure,#705848,#B8B8D0,#816F68,humanshape,NA,625.png,5,624,317,12,humanoid
626,bouffalant,626,1.6,94.6,172,normal,NA,110,95,95,40,95,55,reckless,sap-sipper,soundproof,#A8A878,NA,NA,ground,NA,626.png,5,NA,318,8,quadruped
627,rufflet,627,0.5,10.5,70,normal,flying,83,50,70,37,50,60,keen-eye,sheer-force,hustle,#A8A878,#A890F0,#A8A295,flying,NA,627.png,5,NA,319,9,wings
628,braviary,628,1.5,41,179,normal,flying,123,75,100,57,75,80,keen-eye,sheer-force,defiant,#A8A878,#A890F0,#A8A295,flying,NA,628.png,5,627,319,9,wings
